Value,Disaggregation combinations using this value,Number of indicators
M0,1,1
M12T23,1,1
M36T59,3,1
Y0T14,3,2
Y0T17,1,1
Y0T4,21,4
Y15T19,1,1
Y15T24,3,1
Y15T49,1,1
Y16T24,3,2
Y16T30,1,1
Y25T34,2,1
Y55T64,2,1
Y5T17,3,1
Y_GE15,4,2
Y_GE16,7,3
Y_GE6,3,1
Y_GE65,2,1
