Indicator,Disaggregation combinations using this value
#1-2-1,42
#1-4-1,4
#11-1-1,1
#17-8-1,1
#4-4-1,27
#4-5-1,36
#5-b-1,3
#6-1-1,4
#6-2-1,4
#7-1-1,1
#7-1-2,3
#8-7-1,3
