Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,A,_X,Nile Basin initiative,0,RWFA,A,N,_L_RW_060502_1,RW,PT,100
2015,A,_X,Congo Basin,0,RWFA,A,N,_L_RW_060502_2,RW,PT,100
