Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,A,_X,Total government revenue as a proportion of GDP,0,MINECOFIN,A,N,GR_G14_GDP,RW,PT,22.9
2018,A,_X,Total government revenue as a proportion of GDP,0,MINECOFIN,A,N,GR_G14_GDP,RW,PT,24.1
