Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,A,_X,Exports goods and services in Million USD,0,MINECOFIN,A,N,_L_RW_171101_1,RW,USD,1534.4
2017,A,_X,Exports goods and services in Million USD,0,MINECOFIN,A,N,_L_RW_171101_1,RW,USD,1979.9
2018,A,_X,Exports goods and services in Million USD,0,MINECOFIN,A,N,_L_RW_171101_1,RW,USD,2039.2
