Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,A,_X,External Debt in nominal terms,0,MINECOFIN,A,N,_L_RW_170401_1,RW,PT,7
2017,A,_X,External Debt in nominal terms,0,MINECOFIN,A,N,_L_RW_170401_1,RW,PT,7
2018,A,_X,External Debt in nominal terms,0,MINECOFIN,A,N,_L_RW_170401_1,RW,PT,8
