Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2019,A,_X,Fixed broadband subscriptions per 100 inhabitants,0,RURA,A,N,IT_NET_BBND,RW,PT,0.2
2019,A,_X,Fixed broadband subscriptions (number),0,RURA,A,N,IT_NET_BBNDN,RW,PT,8885.0
