Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2017,A,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,0,Ministry in Charge of Emergency Management (MINEMA),A,N,SG_DSR_SILS,RW,PT,73.3
2018,A,_X,Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies,0,Ministry in Charge of Emergency Management (MINEMA),A,N,SG_DSR_SILS,RW,PT,96.7
