Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2015,A,_X,Percentage of adolescent women aged 15-19 who are already mothers or pregnant with their first child,0,"DHS, NISR",A,N,_L_RW_030702_1,RW,F,Y15T19,PT,7
