Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,Value
2018,A,_X,Proportion of the rural population who live within 2 km of an all-season road,0,Study on road and public transport accessibility in Rwanda (MININFRA),A,N,SP_ROD_R2KM,RW,R,PT,63
