Year,Observation status,Nature of data points,Observation-level footnotes,Unit multiplier,Source details,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Not Available,Remittance costs as a proportion of the amount remitted,Units,BNR,Annual,National,Remittance costs as a proportion of the amount remitted [10.c.1],Rwanda,Percent,4
