Year,Observation status,Nature of data points,Observation-level footnotes,Unit multiplier,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Degree of urbanisation,UNIT_MEASURE,Value
2018,Normal value,Not Available,Proportion of the rural population who live within 2 km of an all-season road,Units,Study on road and public transport accessibility in Rwanda (MININFRA),Annual,National,Proportion of the rural population who live within 2 km of an all-season road [9.1.1],Rwanda,Rural,Percent,63
