Year,OBS_STATUS,NATURE,COMMENT_OBS,UNIT_MULT,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,Value
2017,A,_X,Primary government expenditures as a proportion of original approved budget,0,"MINECOFIN, Budget Finance Law",A,N,GF_XPD_GBPC,RW,PT,47.2
2018,A,_X,Primary government expenditures as a proportion of original approved budget,0,"MINECOFIN, Budget Finance Law",A,N,GF_XPD_GBPC,RW,PT,49.0
